Fecha,Cliente,Producto,Categoría,PrecioUnitario,Cantidad
2024-01-24,Paula,Cargador USB-C,Accesorios,25.35,3
2024-02-29,Daniela,"Monitor 27""",Pantallas,278.17,1
2024-05-31,Nicolás,Webcam,Periféricos,60.53,2
2024-04-26,Federico,"Monitor 24""",Pantallas,201.18,2
2024-04-22,Rocío,Webcam,Periféricos,79.85,2
2024-04-25,Carlos,"Notebook 14""",Computadoras,930.92,2
2024-01-04,Paula,SSD 512GB,Almacenamiento,85.88,2
2024-05-22,Hernán,"Notebook 14""",Computadoras,945.9,2
2024-05-23,Ana,"Notebook 15""",Computadoras,1084.79,1
2024-03-01,Valentina,Cargador USB-C,Accesorios,29.91,5
2024-02-04,Pedro,Cable HDMI,Accesorios,14.23,4
2024-02-18,Florencia,Cargador USB-C,Accesorios,29.85,3
2024-02-08,Camila,SSD 512GB,Almacenamiento,79.31,2
2024-02-26,Florencia,Disco 2TB,Almacenamiento,95.36,3
2024-06-06,Nicolás,SSD 512GB,Almacenamiento,77.69,2
2024-03-26,Jorge,"Monitor 27""",Pantallas,245.37,2
2024-03-20,Diego,Disco 2TB,Almacenamiento,91.73,2
2024-03-10,Lucía,Hub USB-C,Accesorios,34.93,1
2024-03-24,Luis,SSD 512GB,Almacenamiento,75.02,3
2024-06-26,Daniela,Disco 2TB,Almacenamiento,82.37,2
2024-05-27,Federico,Webcam,Periféricos,63.16,1
2024-06-24,Daniela,Parlante BT,Audio,51.98,3
2024-05-10,Pedro,SSD 512GB,Almacenamiento,76.47,2
2024-02-18,Marta,Cable HDMI,Accesorios,12.62,2
2024-06-17,Marta,Cable HDMI,Accesorios,11.95,1
2024-04-26,Ana,Webcam,Periféricos,65.1,3
2024-03-01,Paula,Webcam,Periféricos,64.6,1
2024-01-28,Carlos,Cargador USB-C,Accesorios,27.21,3
2024-04-07,Marcos,SSD 512GB,Almacenamiento,81.02,2
2024-01-02,Rocío,Disco 2TB,Almacenamiento,88.76,1
2024-05-23,Carlos,SSD 512GB,Almacenamiento,84.33,2
2024-03-26,Florencia,Disco 2TB,Almacenamiento,109.44,1
2024-02-28,Agustín,Cargador USB-C,Accesorios,26.16,2
2024-03-03,Florencia,Parlante BT,Audio,47.22,4
2024-05-22,Rocío,Mouse,Periféricos,24.88,1
2024-03-19,Lucía,"Notebook 15""",Computadoras,1085.41,3
2024-06-01,Lucía,Mouse,Periféricos,19.79,1
2024-05-10,Paula,Teclado,Periféricos,50.42,2
2024-06-28,Marta,Cable HDMI,Accesorios,13.18,2
2024-06-19,Sofía,"Notebook 15""",Computadoras,1105.66,2
2024-06-12,Ana,Parlante BT,Audio,53.01,2
2024-05-16,Agustín,Parlante BT,Audio,71.38,2
2024-01-12,Valentina,SSD 1TB,Almacenamiento,128.4,1
2024-03-20,Camila,Hub USB-C,Accesorios,33.88,1
2024-04-10,Pedro,"Monitor 27""",Pantallas,253.27,3
2024-04-19,Hernán,Hub USB-C,Accesorios,35.08,4
2024-01-13,Diego,Pad Mouse,Periféricos,12.35,4
2024-05-07,Sofía,Pad Mouse,Periféricos,10.05,4
2024-05-12,Carlos,Disco 2TB,Almacenamiento,97.33,3
2024-06-26,Rocío,"Monitor 27""",Pantallas,264.77,4
2024-05-10,Daniela,Webcam,Periféricos,67.14,3
2024-06-04,Lucía,Cable HDMI,Accesorios,11.25,2
2024-02-27,Marcos,Cable HDMI,Accesorios,11.45,2
2024-05-07,Marcos,Auriculares,Audio,46.66,4
2024-01-16,Nicolás,"Notebook 15""",Computadoras,1078.42,1
2024-06-16,Florencia,Pad Mouse,Periféricos,10.78,2
2024-05-07,Carlos,Cable HDMI,Accesorios,10.66,3
2024-02-07,Camila,"Notebook 15""",Computadoras,1070.28,3
2024-05-24,Paula,"Notebook 14""",Computadoras,892.31,4
2024-05-13,Nicolás,"Notebook 15""",Computadoras,1133.63,1
2024-04-29,Jorge,Disco 2TB,Almacenamiento,119.0,2
2024-03-12,Daniela,Teclado,Periféricos,48.81,3
2024-06-16,Lucía,Disco 2TB,Almacenamiento,89.86,3
2024-06-24,Diego,SSD 1TB,Almacenamiento,134.51,5
2024-04-30,Diego,"Notebook 15""",Computadoras,1144.24,2
2024-05-21,Valentina,Auriculares,Audio,37.46,1
2024-01-30,Federico,"Notebook 14""",Computadoras,888.72,1
2024-06-09,Ana,Parlante BT,Audio,49.29,2
2024-03-18,Rocío,Cargador USB-C,Accesorios,27.21,2
2024-03-08,Valentina,"Monitor 27""",Pantallas,240.03,5
2024-01-12,Rocío,SSD 1TB,Almacenamiento,119.39,4
2024-03-09,Lucía,"Monitor 24""",Pantallas,189.22,3
2024-05-16,Rocío,"Notebook 14""",Computadoras,871.38,5
2024-06-23,Pedro,Teclado,Periféricos,44.4,2
2024-05-29,Luis,"Notebook 15""",Computadoras,1094.5,3
2024-06-05,Nicolás,Parlante BT,Audio,76.68,1
2024-01-04,Diego,SSD 1TB,Almacenamiento,139.24,2
2024-03-26,Pedro,Mouse,Periféricos,22.01,3
2024-06-14,Valentina,SSD 512GB,Almacenamiento,73.79,1
2024-06-01,Paula,Pad Mouse,Periféricos,11.34,1
2024-04-15,Jorge,Webcam,Periféricos,71.37,3
2024-06-16,Florencia,SSD 1TB,Almacenamiento,109.02,3
2024-02-18,Hernán,"Notebook 14""",Computadoras,842.0,1
2024-05-15,Sofía,"Notebook 14""",Computadoras,943.38,3
2024-05-05,Daniela,"Notebook 15""",Computadoras,1071.12,2
2024-02-18,Agustín,Teclado,Periféricos,45.57,2
2024-02-10,Nicolás,Mouse,Periféricos,25.9,1
2024-01-11,Pedro,"Monitor 27""",Pantallas,258.93,2
2024-06-16,Federico,SSD 1TB,Almacenamiento,125.08,2
2024-04-18,Carlos,Disco 2TB,Almacenamiento,84.19,4
2024-03-31,Ana,"Notebook 14""",Computadoras,935.8,1
2024-06-06,Florencia,Teclado,Periféricos,58.06,1
2024-06-09,Nicolás,SSD 1TB,Almacenamiento,137.47,2
2024-05-26,Marcos,Disco 2TB,Almacenamiento,111.32,3
2024-02-10,Camila,Teclado,Periféricos,61.0,4
2024-03-15,Lucía,Cargador USB-C,Accesorios,28.15,1
2024-04-30,Ana,SSD 512GB,Almacenamiento,96.98,1
2024-01-03,Rocío,"Monitor 27""",Pantallas,249.79,2
2024-05-23,Carlos,Cable HDMI,Accesorios,12.48,5
2024-02-24,Valentina,Hub USB-C,Accesorios,33.17,1
2024-02-18,Marta,Webcam,Periféricos,70.62,1
2024-06-01,Luis,Parlante BT,Audio,72.13,3
2024-04-08,Valentina,Cargador USB-C,Accesorios,31.43,1
2024-03-13,Marta,Teclado,Periféricos,55.0,4
2024-03-19,Lucía,Webcam,Periféricos,65.53,2
2024-03-15,Federico,Cable HDMI,Accesorios,9.55,4
2024-06-04,Camila,Hub USB-C,Accesorios,38.9,2
2024-02-25,Diego,Webcam,Periféricos,71.52,2
2024-05-05,Paula,Teclado,Periféricos,39.42,2
2024-03-04,Daniela,Hub USB-C,Accesorios,29.57,1
2024-03-05,Marcos,Parlante BT,Audio,75.6,1
2024-04-22,Camila,"Monitor 24""",Pantallas,199.39,1
2024-03-07,Nicolás,Cable HDMI,Accesorios,10.47,3
2024-04-16,Lucía,SSD 1TB,Almacenamiento,120.85,1
2024-02-28,Marta,SSD 1TB,Almacenamiento,126.98,1
2024-01-30,Florencia,SSD 1TB,Almacenamiento,130.38,2
2024-02-04,Luis,Disco 2TB,Almacenamiento,99.49,5
2024-06-23,Marcos,"Monitor 24""",Pantallas,199.76,2
2024-02-22,Marta,Cable HDMI,Accesorios,12.53,3
2024-06-08,Carlos,"Monitor 24""",Pantallas,188.53,3
2024-05-18,Rocío,Auriculares,Audio,43.71,2
2024-04-01,Luis,SSD 512GB,Almacenamiento,82.16,1
2024-01-17,Lucía,Webcam,Periféricos,67.61,2
2024-05-31,Diego,"Monitor 24""",Pantallas,183.61,2
2024-05-24,Carlos,"Monitor 24""",Pantallas,206.62,3
2024-03-31,Diego,"Monitor 24""",Pantallas,203.38,3
2024-05-18,Lucía,SSD 512GB,Almacenamiento,83.12,2
2024-01-20,Pedro,Auriculares,Audio,36.51,4
2024-02-21,Marcos,Webcam,Periféricos,69.75,3
2024-04-11,Pedro,"Notebook 14""",Computadoras,1006.94,2
2024-06-27,Sofía,Teclado,Periféricos,54.78,3
2024-06-23,Ana,Webcam,Periféricos,72.76,2
2024-03-13,Ana,SSD 1TB,Almacenamiento,142.43,1
2024-06-21,Lucía,SSD 512GB,Almacenamiento,87.77,2
2024-02-07,Ana,Pad Mouse,Periféricos,9.66,1
2024-03-09,Marcos,Parlante BT,Audio,84.44,2
2024-01-22,Pedro,Hub USB-C,Accesorios,35.64,4
2024-05-05,Hernán,Teclado,Periféricos,55.42,2
2024-01-30,Carlos,Cargador USB-C,Accesorios,29.31,2
2024-01-19,Nicolás,SSD 1TB,Almacenamiento,128.97,2
2024-05-20,Hernán,Teclado,Periféricos,48.22,5
2024-04-13,Nicolás,"Monitor 27""",Pantallas,285.66,2
2024-04-11,Rocío,Parlante BT,Audio,59.2,2
2024-05-21,Hernán,"Notebook 15""",Computadoras,1005.32,1
2024-04-28,Nicolás,Auriculares,Audio,41.42,2
2024-04-11,Luis,Cargador USB-C,Accesorios,23.71,1
2024-02-08,Federico,Hub USB-C,Accesorios,32.46,2
2024-04-29,Marta,Cargador USB-C,Accesorios,30.21,2
2024-03-05,Nicolás,Mouse,Periféricos,24.35,2
2024-01-13,Carlos,SSD 512GB,Almacenamiento,68.98,2
2024-03-21,Rocío,Webcam,Periféricos,78.02,4
2024-02-23,Carlos,Webcam,Periféricos,71.4,1
2024-06-04,Marcos,SSD 512GB,Almacenamiento,76.72,1
2024-02-22,Federico,"Notebook 15""",Computadoras,1111.83,2
2024-01-08,Nicolás,Hub USB-C,Accesorios,39.57,1
2024-04-28,Marta,Teclado,Periféricos,52.78,1
2024-02-18,Florencia,"Monitor 24""",Pantallas,210.83,2
2024-04-02,Paula,Cable HDMI,Accesorios,11.56,2
2024-03-09,Lucía,Hub USB-C,Accesorios,35.52,2
2024-06-04,Agustín,Cable HDMI,Accesorios,11.64,1
2024-06-03,Federico,Hub USB-C,Accesorios,32.41,5
2024-04-21,Marta,SSD 512GB,Almacenamiento,81.23,1
2024-06-05,Paula,SSD 512GB,Almacenamiento,83.07,2
2024-04-29,Marcos,SSD 1TB,Almacenamiento,122.98,1
2024-01-13,Pedro,Cargador USB-C,Accesorios,29.09,1
2024-01-24,Carlos,Mouse,Periféricos,21.48,1
2024-05-19,Carlos,Mouse,Periféricos,28.53,2
2024-02-17,Paula,Teclado,Periféricos,54.92,2
2024-04-14,Camila,Webcam,Periféricos,67.94,1
2024-01-13,Florencia,Parlante BT,Audio,75.29,2
2024-03-13,Diego,SSD 512GB,Almacenamiento,77.87,5
2024-06-10,Marta,Hub USB-C,Accesorios,37.24,1
2024-01-03,Camila,Hub USB-C,Accesorios,34.45,2
2024-05-28,Luis,"Notebook 15""",Computadoras,1082.83,2
2024-01-13,Rocío,"Notebook 15""",Computadoras,1198.23,1
2024-04-27,Camila,Teclado,Periféricos,51.15,1
2024-03-14,Diego,"Monitor 24""",Pantallas,219.73,1
2024-06-13,Pedro,Cargador USB-C,Accesorios,28.47,1
2024-05-10,Lucía,Teclado,Periféricos,50.41,2
2024-06-30,Camila,SSD 1TB,Almacenamiento,137.62,2
2024-03-30,Marta,"Notebook 14""",Computadoras,862.06,2
2024-06-04,Diego,"Monitor 27""",Pantallas,245.57,1
2024-01-27,Paula,Auriculares,Audio,35.21,2
2024-06-23,Rocío,"Notebook 14""",Computadoras,890.49,1
2024-06-01,Ana,Pad Mouse,Periféricos,10.32,3
2024-05-05,Marcos,"Notebook 15""",Computadoras,1188.55,4
2024-06-08,Agustín,SSD 1TB,Almacenamiento,145.31,4
2024-02-28,Ana,Pad Mouse,Periféricos,9.34,1
2024-04-07,Pedro,Disco 2TB,Almacenamiento,98.2,3
2024-06-20,Carlos,Webcam,Periféricos,70.14,2
2024-01-17,Ana,Mouse,Periféricos,25.77,1
2024-04-15,Hernán,"Monitor 24""",Pantallas,184.84,4
2024-03-05,Federico,Hub USB-C,Accesorios,31.87,3
2024-02-26,Nicolás,SSD 512GB,Almacenamiento,82.2,1
2024-04-23,Sofía,SSD 1TB,Almacenamiento,135.17,1
2024-02-21,Valentina,SSD 512GB,Almacenamiento,68.74,2
2024-05-01,Diego,Mouse,Periféricos,22.6,2
2024-02-07,Luis,Webcam,Periféricos,61.28,2
2024-01-06,Sofía,Parlante BT,Audio,66.6,2
2024-04-17,Carlos,"Notebook 14""",Computadoras,917.91,1
2024-03-10,Nicolás,Hub USB-C,Accesorios,36.24,1
2024-03-08,Daniela,Cable HDMI,Accesorios,9.87,2
2024-02-24,Paula,"Notebook 14""",Computadoras,918.49,1
2024-06-02,Jorge,Teclado,Periféricos,45.89,3
2024-06-10,Camila,Hub USB-C,Accesorios,39.39,2
2024-01-08,Marta,"Notebook 15""",Computadoras,1063.55,1
2024-06-19,Diego,Cargador USB-C,Accesorios,30.79,2
2024-03-28,Hernán,"Notebook 15""",Computadoras,1128.12,4
2024-06-04,Luis,"Monitor 27""",Pantallas,266.95,1
2024-06-19,Federico,Parlante BT,Audio,65.5,2
2024-06-03,Ana,"Monitor 24""",Pantallas,182.36,1
2024-04-17,Valentina,"Monitor 24""",Pantallas,189.38,2
2024-06-03,Pedro,"Notebook 14""",Computadoras,913.56,3
2024-03-11,Valentina,SSD 512GB,Almacenamiento,71.04,5
2024-01-18,Marta,Auriculares,Audio,29.31,3
2024-03-22,Daniela,Hub USB-C,Accesorios,30.96,1
2024-04-18,Sofía,Webcam,Periféricos,74.87,2
2024-02-28,Federico,"Monitor 27""",Pantallas,253.22,3
2024-06-27,Hernán,SSD 1TB,Almacenamiento,135.72,2
2024-04-24,Carlos,Disco 2TB,Almacenamiento,91.01,5
2024-04-15,Luis,Hub USB-C,Accesorios,30.57,3
2024-05-15,Ana,Cable HDMI,Accesorios,11.27,2
2024-03-08,Carlos,SSD 512GB,Almacenamiento,73.16,2
2024-05-08,Diego,Hub USB-C,Accesorios,39.22,3
2024-01-24,Diego,Disco 2TB,Almacenamiento,96.31,3
2024-06-25,Paula,"Notebook 15""",Computadoras,1011.07,2
2024-06-29,Marta,Disco 2TB,Almacenamiento,103.2,2
2024-02-23,Ana,SSD 512GB,Almacenamiento,89.11,1
2024-04-12,Sofía,Cable HDMI,Accesorios,10.87,2
2024-01-03,Camila,Mouse,Periféricos,23.02,3
2024-05-20,Paula,Teclado,Periféricos,45.17,2
2024-04-10,Lucía,Hub USB-C,Accesorios,37.88,1
2024-05-05,Diego,Disco 2TB,Almacenamiento,105.8,3
2024-01-16,Hernán,Mouse,Periféricos,23.01,3
2024-01-31,Federico,"Notebook 15""",Computadoras,1171.12,2
2024-06-10,Agustín,"Monitor 27""",Pantallas,266.97,2
2024-01-17,Agustín,Pad Mouse,Periféricos,12.34,2
2024-06-01,Carlos,Teclado,Periféricos,50.86,3
2024-03-21,Hernán,"Monitor 24""",Pantallas,185.88,5
2024-01-01,Camila,SSD 1TB,Almacenamiento,126.52,1
2024-06-17,Pedro,"Monitor 27""",Pantallas,275.7,1
2024-05-20,Marta,Webcam,Periféricos,74.28,1
2024-03-21,Marcos,"Monitor 24""",Pantallas,185.15,4
2024-03-05,Sofía,Webcam,Periféricos,68.78,2
2024-05-25,Carlos,Pad Mouse,Periféricos,6.72,1
2024-02-12,Daniela,Cable HDMI,Accesorios,9.98,5
2024-01-27,Diego,Cable HDMI,Accesorios,11.52,2
2024-03-04,Diego,SSD 512GB,Almacenamiento,82.8,4
2024-01-22,Agustín,Webcam,Periféricos,67.98,3
2024-04-28,Nicolás,Mouse,Periféricos,29.04,2
2024-03-12,Daniela,Cable HDMI,Accesorios,12.35,1
2024-04-22,Valentina,"Notebook 14""",Computadoras,897.82,1
2024-05-19,Diego,Parlante BT,Audio,63.0,2
2024-02-26,Camila,Mouse,Periféricos,25.88,1
2024-02-02,Valentina,Cable HDMI,Accesorios,13.26,2
2024-01-19,Nicolás,Parlante BT,Audio,60.75,1
2024-06-15,Luis,SSD 1TB,Almacenamiento,131.76,4
2024-01-14,Valentina,Mouse,Periféricos,27.24,3
2024-03-03,Carlos,Disco 2TB,Almacenamiento,106.61,3
2024-06-05,Nicolás,Parlante BT,Audio,68.23,2
2024-06-17,Nicolás,"Monitor 24""",Pantallas,200.52,1
2024-06-25,Agustín,Cargador USB-C,Accesorios,24.01,1
2024-03-29,Hernán,Webcam,Periféricos,65.67,3
2024-06-14,Luis,Cable HDMI,Accesorios,12.12,1
2024-06-05,Marta,SSD 512GB,Almacenamiento,82.64,2
2024-02-10,Carlos,Pad Mouse,Periféricos,10.33,3
2024-02-03,Luis,"Monitor 27""",Pantallas,246.45,2
2024-01-27,Nicolás,Cable HDMI,Accesorios,13.59,2
2024-04-09,Hernán,Pad Mouse,Periféricos,11.69,1
2024-01-02,Camila,SSD 1TB,Almacenamiento,128.21,4
2024-04-22,Valentina,Disco 2TB,Almacenamiento,102.77,3
2024-03-23,Paula,SSD 512GB,Almacenamiento,79.27,2
2024-02-01,Rocío,Parlante BT,Audio,69.15,1
2024-06-14,Agustín,Mouse,Periféricos,22.12,4
2024-04-02,Agustín,Teclado,Periféricos,49.3,2
2024-05-26,Florencia,Disco 2TB,Almacenamiento,117.5,2
2024-06-16,Valentina,"Notebook 14""",Computadoras,955.26,3
2024-06-28,Rocío,Webcam,Periféricos,65.34,1
2024-02-09,Agustín,Mouse,Periféricos,22.1,2
2024-03-02,Diego,Webcam,Periféricos,80.77,1
2024-02-17,Camila,"Notebook 15""",Computadoras,1149.85,3
2024-06-12,Federico,Webcam,Periféricos,70.51,1
2024-04-11,Rocío,Mouse,Periféricos,27.48,4
2024-03-13,Valentina,Disco 2TB,Almacenamiento,105.98,3
2024-02-06,Agustín,Webcam,Periféricos,66.09,3
2024-02-27,Hernán,Mouse,Periféricos,27.77,2
2024-04-16,Paula,SSD 1TB,Almacenamiento,121.52,2
2024-04-07,Ana,SSD 1TB,Almacenamiento,142.49,2
2024-05-14,Valentina,Pad Mouse,Periféricos,10.0,1
2024-02-23,Jorge,SSD 512GB,Almacenamiento,86.53,1
2024-04-30,Daniela,"Monitor 24""",Pantallas,186.58,1
2024-02-07,Lucía,Webcam,Periféricos,70.28,6
2024-03-09,Pedro,Mouse,Periféricos,21.65,1
2024-05-19,Valentina,Teclado,Periféricos,50.5,2
2024-03-03,Hernán,Parlante BT,Audio,51.17,1
2024-03-28,Agustín,Webcam,Periféricos,65.55,4
2024-04-15,Rocío,Disco 2TB,Almacenamiento,110.06,1
2024-03-20,Pedro,Pad Mouse,Periféricos,11.77,2
2024-04-27,Sofía,Pad Mouse,Periféricos,6.43,3
2024-06-06,Nicolás,Parlante BT,Audio,82.14,1
2024-06-13,Paula,SSD 1TB,Almacenamiento,120.58,3
2024-04-21,Lucía,Cable HDMI,Accesorios,12.15,1
2024-02-02,Rocío,"Notebook 15""",Computadoras,1187.23,2
2024-06-08,Nicolás,"Monitor 27""",Pantallas,255.32,2
2024-06-12,Florencia,"Monitor 27""",Pantallas,267.08,1
2024-01-28,Valentina,Cargador USB-C,Accesorios,25.6,1
2024-05-06,Jorge,SSD 1TB,Almacenamiento,125.75,1
2024-05-22,Diego,Cable HDMI,Accesorios,12.6,4
2024-03-14,Nicolás,"Notebook 15""",Computadoras,1177.8,3
2024-04-07,Federico,Hub USB-C,Accesorios,38.38,3
2024-06-25,Sofía,"Monitor 24""",Pantallas,196.78,3
2024-03-28,Rocío,Webcam,Periféricos,63.36,3
2024-02-18,Marcos,Parlante BT,Audio,70.43,5
2024-05-10,Daniela,SSD 1TB,Almacenamiento,146.91,2
2024-01-25,Florencia,Teclado,Periféricos,54.79,4
2024-03-26,Hernán,Teclado,Periféricos,49.73,2
2024-06-05,Valentina,Mouse,Periféricos,29.08,1
2024-06-17,Sofía,"Notebook 14""",Computadoras,896.4,1
2024-01-30,Nicolás,Webcam,Periféricos,76.82,2
2024-05-07,Paula,Mouse,Periféricos,24.08,3
2024-02-26,Lucía,Cable HDMI,Accesorios,13.25,3
2024-03-19,Camila,Auriculares,Audio,39.55,1
2024-03-04,Paula,Parlante BT,Audio,60.24,3
2024-02-29,Federico,SSD 1TB,Almacenamiento,137.48,2
2024-05-09,Lucía,Disco 2TB,Almacenamiento,112.75,3
2024-05-03,Carlos,SSD 1TB,Almacenamiento,130.87,2
2024-04-21,Lucía,Auriculares,Audio,36.14,4
2024-02-13,Agustín,Teclado,Periféricos,46.4,1
2024-05-13,Agustín,Webcam,Periféricos,73.53,5
2024-02-05,Pedro,Parlante BT,Audio,66.14,2
2024-01-13,Valentina,Cargador USB-C,Accesorios,31.1,3
2024-02-26,Pedro,Cargador USB-C,Accesorios,25.98,3
2024-03-20,Nicolás,Auriculares,Audio,35.42,1
2024-01-02,Carlos,Auriculares,Audio,38.89,3
2024-03-02,Marcos,"Monitor 24""",Pantallas,185.58,2
2024-06-14,Pedro,Hub USB-C,Accesorios,32.29,3
2024-04-19,Marta,"Notebook 15""",Computadoras,1136.7,1
2024-04-09,Lucía,"Notebook 15""",Computadoras,1130.7,5
2024-06-09,Marta,Parlante BT,Audio,69.4,2
2024-03-03,Lucía,Hub USB-C,Accesorios,33.13,6
2024-04-19,Rocío,Cable HDMI,Accesorios,9.92,3
2024-04-13,Carlos,Teclado,Periféricos,46.65,6
2024-03-01,Daniela,Auriculares,Audio,41.83,3
2024-05-22,Hernán,"Monitor 27""",Pantallas,242.06,5
2024-02-17,Pedro,"Notebook 15""",Computadoras,1042.01,2
2024-06-07,Paula,Auriculares,Audio,44.15,2
2024-04-08,Rocío,SSD 1TB,Almacenamiento,141.07,3
2024-03-23,Lucía,Hub USB-C,Accesorios,35.48,3
2024-06-19,Sofía,Mouse,Periféricos,25.08,4
2024-01-28,Hernán,SSD 1TB,Almacenamiento,117.74,6
2024-02-01,Carlos,Auriculares,Audio,40.94,3
2024-04-29,Federico,Cargador USB-C,Accesorios,33.23,3
2024-03-23,Luis,Disco 2TB,Almacenamiento,100.04,3
2024-04-13,Camila,"Notebook 14""",Computadoras,884.09,3
2024-05-27,Ana,SSD 1TB,Almacenamiento,145.17,2
2024-02-28,Carlos,SSD 1TB,Almacenamiento,137.05,4
2024-04-03,Lucía,Teclado,Periféricos,52.5,5
2024-03-15,Diego,SSD 512GB,Almacenamiento,68.41,1
2024-01-08,Pedro,Parlante BT,Audio,74.27,1
2024-06-06,Camila,SSD 512GB,Almacenamiento,81.38,1
2024-06-22,Sofía,Cable HDMI,Accesorios,12.98,2
2024-02-14,Daniela,Pad Mouse,Periféricos,12.02,2
2024-06-27,Pedro,Mouse,Periféricos,23.32,1
2024-04-28,Nicolás,Parlante BT,Audio,69.85,2
2024-05-03,Valentina,"Monitor 24""",Pantallas,202.1,1
2024-04-28,Luis,"Monitor 24""",Pantallas,221.82,3
2024-04-07,Luis,SSD 512GB,Almacenamiento,73.29,1
2024-04-17,Valentina,Disco 2TB,Almacenamiento,99.04,1
2024-05-17,Florencia,Cargador USB-C,Accesorios,24.61,1
2024-01-15,Marcos,Parlante BT,Audio,50.81,2
2024-05-15,Jorge,"Notebook 15""",Computadoras,1076.86,1
2024-02-25,Camila,Parlante BT,Audio,61.82,2
2024-02-05,Agustín,"Notebook 14""",Computadoras,876.79,1
2024-03-26,Marta,SSD 1TB,Almacenamiento,131.66,1
2024-03-28,Paula,Disco 2TB,Almacenamiento,102.87,1
2024-01-22,Nicolás,Disco 2TB,Almacenamiento,80.82,3
2024-01-10,Agustín,Pad Mouse,Periféricos,9.75,2
2024-04-08,Daniela,Cargador USB-C,Accesorios,27.57,4
2024-01-09,Camila,"Notebook 14""",Computadoras,941.43,1
2024-03-29,Carlos,Hub USB-C,Accesorios,41.11,3
2024-03-03,Carlos,Hub USB-C,Accesorios,37.71,1
2024-01-13,Rocío,Pad Mouse,Periféricos,8.03,3
2024-06-20,Florencia,"Notebook 15""",Computadoras,1075.03,3
2024-02-17,Agustín,Teclado,Periféricos,41.48,3
2024-05-20,Carlos,SSD 512GB,Almacenamiento,73.84,5
2024-01-14,Valentina,"Notebook 15""",Computadoras,1038.34,2
2024-06-08,Nicolás,Hub USB-C,Accesorios,37.2,2
2024-04-29,Sofía,Cable HDMI,Accesorios,11.21,1
2024-05-29,Camila,Cable HDMI,Accesorios,10.88,3
2024-03-02,Luis,SSD 1TB,Almacenamiento,127.08,3
2024-06-25,Rocío,Hub USB-C,Accesorios,31.68,3
2024-02-21,Marcos,Parlante BT,Audio,55.81,1
2024-03-24,Carlos,Disco 2TB,Almacenamiento,106.81,1
2024-05-29,Camila,Pad Mouse,Periféricos,11.12,2
2024-03-21,Ana,Webcam,Periféricos,79.11,1
2024-05-08,Rocío,Cable HDMI,Accesorios,11.05,3
2024-06-22,Luis,Webcam,Periféricos,68.26,4
2024-06-04,Carlos,"Monitor 27""",Pantallas,249.89,2
2024-05-24,Camila,SSD 1TB,Almacenamiento,133.81,3
2024-04-03,Federico,Parlante BT,Audio,81.86,2
2024-03-21,Rocío,Webcam,Periféricos,68.12,4
2024-02-22,Nicolás,SSD 1TB,Almacenamiento,112.63,2
2024-03-15,Camila,Cable HDMI,Accesorios,14.3,2
2024-01-15,Carlos,Webcam,Periféricos,80.21,2
2024-06-03,Hernán,SSD 1TB,Almacenamiento,128.4,1
2024-03-05,Federico,SSD 512GB,Almacenamiento,71.64,1
2024-04-12,Marcos,"Monitor 27""",Pantallas,267.71,1
2024-01-17,Marta,Auriculares,Audio,41.86,4
2024-04-11,Sofía,Cargador USB-C,Accesorios,24.19,1
2024-02-23,Hernán,Disco 2TB,Almacenamiento,97.53,2
2024-05-28,Florencia,Teclado,Periféricos,47.66,4
2024-01-17,Marcos,"Notebook 14""",Computadoras,856.18,2
2024-02-06,Nicolás,"Monitor 24""",Pantallas,207.28,3
2024-02-12,Rocío,"Notebook 15""",Computadoras,1071.99,3
2024-03-23,Daniela,"Monitor 24""",Pantallas,173.03,2
2024-04-13,Marta,Webcam,Periféricos,75.67,1
2024-02-17,Carlos,Cable HDMI,Accesorios,11.39,3
2024-04-23,Sofía,Cable HDMI,Accesorios,10.54,3
2024-05-31,Carlos,SSD 512GB,Almacenamiento,81.99,3
2024-04-13,Camila,Mouse,Periféricos,27.88,3
2024-01-15,Florencia,"Notebook 15""",Computadoras,1108.33,3
2024-06-23,Valentina,Pad Mouse,Periféricos,11.55,3
2024-04-21,Sofía,SSD 1TB,Almacenamiento,128.03,1
2024-03-29,Hernán,"Monitor 27""",Pantallas,262.46,4
2024-04-25,Marta,"Monitor 24""",Pantallas,201.03,2
2024-04-19,Pedro,"Monitor 27""",Pantallas,237.19,1
2024-04-30,Daniela,Auriculares,Audio,53.25,2
2024-04-16,Camila,SSD 1TB,Almacenamiento,140.53,5
2024-02-09,Nicolás,Webcam,Periféricos,64.36,2
2024-03-01,Rocío,Mouse,Periféricos,24.2,1
2024-02-06,Carlos,"Notebook 15""",Computadoras,1108.42,1
2024-04-11,Federico,Cargador USB-C,Accesorios,32.04,1
2024-01-30,Hernán,Hub USB-C,Accesorios,37.01,2
2024-06-15,Paula,Mouse,Periféricos,25.86,3
2024-05-01,Pedro,SSD 512GB,Almacenamiento,71.72,2
2024-06-10,Carlos,Cable HDMI,Accesorios,11.45,1
2024-04-20,Nicolás,SSD 1TB,Almacenamiento,145.73,2
2024-06-30,Pedro,Pad Mouse,Periféricos,10.46,1
2024-04-08,Pedro,Hub USB-C,Accesorios,36.48,2
2024-06-23,Hernán,Parlante BT,Audio,65.67,1
2024-06-14,Marta,Webcam,Periféricos,65.79,2
2024-01-06,Valentina,Pad Mouse,Periféricos,7.85,1
